スターティングフラグ,-0.26438239248532575
プレイタイム,-0.33511030035256234
得点,0.4522277787127977
3P成功,-0.7408666195004938
3P試投,-0.7662074776944611
2P成功,0.8335128720396267
2P試投,0.7572351933197389
ダンク,0.8036054529857811
フリースロー成功,0.614092133558622
フリースロー試投,0.7376591526375317
ファウル,0.46754392800666267
被ファウル,0.5532609556962597
オフェンスリバウンド,1.0178177702783193
ディフェンスリバウンド,0.970356278423181
トータルリバウンド,1.0145574501453793
ターンオーバ,0.2947812402860955
アシスト,-0.32624406726429606
スティール,-0.21877562389536498
ブロックショット,0.8226368050593624
被ブロックショット,0.676780593946892
ファストブレイクポイント,-0.23483979798344273
ポイントフロムターンオーバー,-0.045615272113714474
2Pインサイドポイント,0.9192230719379316
セカンドチャンスポイント,0.904510084868948
period,-0.5101848187133602
clusterid,1.0
