スターティングフラグ,0.6490724947815331
プレイタイム,0.6942365368088312
得点,1.4527804419209334
3P成功,-0.44041048435041835
3P試投,-0.4744621779352053
2P成功,1.6827514332397309
2P試投,1.5835152980674256
ダンク,1.352817991486027
フリースロー成功,1.4613303452350828
フリースロー試投,1.5861313910903307
ファウル,0.9607808732796442
被ファウル,1.4245188115126
オフェンスリバウンド,1.8222222608073557
ディフェンスリバウンド,1.8577155711882176
トータルリバウンド,1.9001130345608137
ターンオーバ,1.0358610467394131
アシスト,0.025332435604713835
スティール,0.5652737027218186
ブロックショット,1.6736448083024675
被ブロックショット,1.2290941524242154
ファストブレイクポイント,0.2181511483008865
ポイントフロムターンオーバー,0.6121775279936381
2Pインサイドポイント,1.7718807960124001
セカンドチャンスポイント,1.833063176099477
period,0.6455661335574265
clusterid,0.0
