スターティングフラグ,1.112035792135018
プレイタイム,1.3276598806268969
得点,0.7360862650967132
3P成功,0.8908422829163305
3P試投,0.9580601883850546
2P成功,0.2108850869681706
2P試投,0.349647387089634
ダンク,-0.2792215621246291
フリースロー成功,0.6766207654746897
フリースロー試投,0.5442464041045904
ファウル,0.3575784308268242
被ファウル,0.8497593654699741
オフェンスリバウンド,-0.29612294541926126
ディフェンスリバウンド,0.026972339176747354
トータルリバウンド,-0.08020759463704562
ターンオーバ,1.1844435261106527
アシスト,1.4759662835184981
スティール,1.2025162265671825
ブロックショット,-0.35534511366651267
被ブロックショット,0.5947426346606446
ファストブレイクポイント,1.0547226730574808
ポイントフロムターンオーバー,1.1441930512699177
2Pインサイドポイント,0.1498425061193424
セカンドチャンスポイント,-0.12398101603480473
period,0.6968601515959617
clusterid,3.0
