スターティングフラグ,0.5877479863872249
プレイタイム,0.6162145701600568
得点,1.356219280426557
3P成功,-0.5976743263033358
3P試投,-0.6353467927943579
2P成功,1.6806436755641785
2P試投,1.5837296773460623
ダンク,1.4690159490550785
フリースロー成功,1.3674183429460693
フリースロー試投,1.507882193368752
ファウル,0.90228549376806
被ファウル,1.3056271307926164
オフェンスリバウンド,1.8047223855694767
ディフェンスリバウンド,1.8103131163749009
トータルリバウンド,1.8613185489766064
ターンオーバ,0.9378851306892249
アシスト,-0.09772565401411222
スティール,0.470118783795273
ブロックショット,1.7149017476630477
被ブロックショット,1.1825379198730075
ファストブレイクポイント,0.11491238512175252
ポイントフロムターンオーバー,0.5007728907812333
2Pインサイドポイント,1.7452752179312485
セカンドチャンスポイント,1.7711907044568709
period,0.5780192395175383
clusterid,0.0
