,player_id,frag_starting,play_time,points,success_3p,try_3p,success_2p,try_2p,dunk,success_ft,try_ft,faul,faul_receive,rebound_offense,rebound_defense,rebound_total,turn_over,assist,steel,block,block_receive,fast_break_points,points_from_turn_over,2p_inside_points,second_chance_points,frag_6man,period,probability_6man,possibility_starting,position
0,8446,-0.6473092201617563,-0.6398675260495209,-0.7722444123734148,-0.6361580268320344,-0.5877155090184586,-0.40835495667567046,-0.4760459208226429,-0.48603709024940045,-0.6772785729464716,-0.7084801219388203,-1.4381009306358563,-0.6432468114047578,-0.6044659294170085,-0.9918075423740575,-0.8913384834576759,-0.9123910498314786,0.48869435607709394,-0.19362768999456334,-0.7348684084233003,-1.123464974166711,-1.0166387955127025,-0.8846188966538236,-0.8705674947991542,-0.18723149372735756,0,-0.8827024953164188,0.46875400817890406,0.48387096799999996,PG
1,8447,-0.7361740957828689,-0.795193814785634,-0.45041485057548086,0.3146157509358155,0.4150483599478464,-0.5588488547101021,-0.6132096810996003,-0.48603709024940045,-0.6772785729464716,-0.6330651471268424,-1.5779414472807376,-0.527591403336997,-0.31934317013362745,-0.9061303352099991,-0.7365108299297335,0.441970073063528,0.7345809493266512,1.8572296781225353,-0.3735914259144351,-0.6501690552075898,0.8769774659572017,0.598468318442329,-0.43432078222160364,-0.5456508673184903,0,-0.6196081490799087,0.46875400817890406,0.467741935,PG
2,8448,0.1524746604282569,-0.43668208049482804,-0.676113504303902,-0.14718865540856874,-0.19663760012159967,-0.4728523415475698,-0.6668824568601488,-0.4251003721412089,-1.011226206774193,-1.0855549959987099,-0.7039382182502294,-1.264894629768973,0.019240106515387448,-0.5805569479865766,-0.39708097411847537,-1.0970766574989794,-0.9690618753309959,-0.0982389751984192,-0.6144427475870119,-0.6501690552075898,0.7384201785325746,1.0222075227555154,-0.2928353619261818,-0.2504819714199104,0,-0.5867213558003449,-0.5858071101582806,0.709677419,SF
3,8450,1.0411234166393826,1.2900486532412274,0.03859889916943169,0.39611064617305974,0.8261815462240314,-0.3546071359490877,-0.2255729672734164,-0.48603709024940045,0.553054814839871,0.586143612333467,0.8692675940046853,0.6289626773406124,0.4112839005300363,0.07058982646026804,0.18650018148684572,1.8271121305697848,1.4722407290753232,3.8126983314434897,-0.2531657650781467,1.5269921720043682,1.1079062783315803,2.251051215263756,-0.10418813486561943,-0.22939847885572612,0,0.8602975485004605,-0.8182331484080988,0.967213115,SF
4,8452,0.6560422889478948,1.3220123500334198,1.171271772510212,0.04296610014500123,-0.06627829715598003,1.2363283575577613,0.9611917412098233,2.987355841917519,0.7991214923971395,1.302585873047257,0.8692675940046853,1.9011721660859826,1.9616389041334203,1.2529352853242757,1.5263548754786542,1.0268078306772808,1.0331575268439708,1.5710635337341028,1.3926515996844613,0.8643778854615983,1.3850208531808346,1.700190249656614,1.3106660680885986,1.6470323593566747,0,0.794523961941333,-0.11711327897900363,0.7419354840000001,SF/PF
5,8454,-1.3878498503376944,-1.5410134066034553,-1.5203936534361442,-0.6904879569901973,-0.5074943995011543,-1.2898192165916273,-1.3467376164937634,-0.48603709024940045,-0.835464294233287,-0.8090334216881242,-0.1795362808319245,-0.8456437755233395,-1.1034307581629252,-1.034646145956087,-1.087850505243141,-0.7584863767752279,-0.5299786730996435,-0.9090430509656442,-0.7348684084233003,-0.9341466065830627,-1.109010320462454,-0.969366737516461,-1.0474242701684313,-1.2203226293723872,0,-1.3102308079507476,0.0685615802450408,0.276923077,PG
6,8457,-1.1212552234743567,-1.0964012638363834,-0.92688978622437,-0.4460032712784644,-0.6077707863977847,-0.7845897017617496,-1.0187373201793002,-0.48603709024940045,-0.4663642778973843,-0.5702193347835275,-0.5990578307665684,-0.5565052553539371,-0.693566791693065,-0.9575366595084341,-0.8972933932087506,-0.4198960960514762,0.15499112238126614,0.42639895618037343,-0.8151521823141592,-0.9341466065830627,2.2163645777285974,0.08998127326650522,-0.5168539440605997,-0.9251537334738074,0,0.16967488962962154,-0.08977280446437233,0.11666666699999999,PG
7,8458,-0.9435254722321316,-1.6016580421389122,-1.114971997664721,-1.1251273982555001,-1.1191803595706002,-0.5480992905647856,-0.3448458022968576,-0.48603709024940045,-0.7124309554546528,-0.6582034720641684,1.0790283689720073,-0.20953903115065436,-0.42626420486489536,-0.7433436415982879,-0.6590970031657624,-0.23521048838397532,-0.9690618753309959,-1.1475148379560045,-0.33344953896900564,-0.36619150383211707,-1.0166387955127025,-0.969366737516461,-0.8116152363427284,-0.7143188078319646,0,-2.7243629189719893,-0.6910646254013242,0.38983050799999996,PF
8,8459,0.5967990385338198,0.5433651777263199,-0.8182200640588339,0.6949252620429555,0.5855182176721182,-1.2683200883009942,-1.3288466912402472,-0.48603709024940045,-0.6421261904382903,-0.7838950967507982,0.3099055274251601,-0.7733591454809889,-0.8895886887003894,-0.6833695965834469,-0.7722402884361818,-1.0662957228877294,-1.2149484685805532,-0.3844051195868516,-0.5743008606415825,-0.5555098714157656,-1.2013818454122054,-1.0541145783790982,-1.1417478836987127,-1.0516546888589131,0,0.794523961941333,-0.33193128887124757,0.683333333,SG
9,8460,-0.9435254722321316,-1.042840474617034,-1.2361805339262806,-1.0164675379391743,-0.8985723083980132,-0.7523410093258,-0.7026643073671811,-0.48603709024940045,-0.7651595292169246,-0.8090334216881242,-0.9486591223787717,-0.7878160714894591,-0.8183079988795442,-1.0089429838068693,-0.9747072199727217,-0.6661435729414774,-0.45972536074262715,-0.28901640479070745,-0.7750102953687298,-0.9341466065830627,-0.5547811707639454,-0.6727492944972304,-0.941310204946865,-0.8619032557812545,0,0.5643164089843867,0.9999403535723033,0.066666667,PG/SG
